9,0,i,vers,11,114,LRX21M,LRX21M

9,0,i,uid,1000,com.mediatek.security

9,0,i,uid,1000,com.mediatek.atci.service

9,0,i,uid,1000,com.mediatek.voiceextension

9,0,i,uid,1000,com.android.inputdevices

9,0,i,uid,1000,com.android.keychain

9,0,i,uid,1000,com.huaqin.apphide

9,0,i,uid,1000,com.mediatek

9,0,i,uid,1000,com.mediatek.systemupdate.sysoper

9,0,i,uid,1000,com.dolby

9,0,i,uid,1000,com.fw.upgrade.sysoper

9,0,i,uid,1000,com.mediatek.voiceunlock

9,0,i,uid,1000,com.mediatek.schpwronoff

9,0,i,uid,1000,android

9,0,i,uid,1000,com.android.location.fused

9,0,i,uid,1000,com.huaqin.countrylist

9,0,i,uid,1000,com.android.settings

9,0,i,uid,1000,com.huaqin.runtime

9,0,i,uid,1000,com.mediatek.batterywarning

9,0,i,uid,1000,com.dolby.ds1appUI

9,0,i,uid,1000,com.android.providers.settings

9,0,i,uid,1000,com.mediatek.thermalmanager

9,0,i,uid,1000,com.mediatek.connectivity

9,0,i,uid,1000,com.android.simmelock

9,0,i,uid,1000,com.huaqin.factoryservice

9,0,i,uid,1001,com.mtk.telephony

9,0,i,uid,1001,com.mediatek.engineermode

9,0,i,uid,1001,com.android.server.telecom

9,0,i,uid,1001,com.android.phone

9,0,i,uid,1001,com.android.providers.telephony

9,0,i,uid,1001,com.mediatek.dongle

9,0,i,uid,1001,com.mediatek.ftprecheck

9,0,i,uid,1001,com.mediatek.teledongledemo

9,0,i,uid,1001,com.android.mms.service

9,0,i,uid,1001,com.mediatek.ygps

9,0,i,uid,1001,com.huaqin.factory

9,0,i,uid,1001,com.android.stk

9,0,i,uid,1002,com.mediatek.bluetooth

9,0,i,uid,1002,com.android.bluetooth

9,0,i,uid,2000,com.android.shell

9,0,i,uid,10000,com.lenovo.anyshare.gps

9,0,i,uid,10002,com.android.providers.calendar

9,0,i,uid,10003,com.android.providers.userdictionary

9,0,i,uid,10003,com.android.contacts

9,0,i,uid,10003,com.android.providers.contacts

9,0,i,uid,10003,com.android.providers.applications

9,0,i,uid,10004,com.android.defcontainer

9,0,i,uid,10005,com.android.dialer

9,0,i,uid,10006,com.android.providers.downloads.ui

9,0,i,uid,10006,com.android.providers.downloads

9,0,i,uid,10006,com.android.providers.media

9,0,i,uid,10007,com.android.externalstorage

9,0,i,uid,10009,com.google.android.gsf

9,0,i,uid,10009,com.google.android.syncadapters.contacts

9,0,i,uid,10009,com.google.android.gms

