1521277480872,com.imo.android.imoim,9,10429,l,nt,412,1128,8756,15916,5,8,94,169,522257,1,0,0,0,35
1521277480872,com.whatsapp,9,10427,l,nt,12920,5986,44652,292033,56,60,388,436,11263037,2,0,0,0,0
1521277480872,com.facebook.orca,9,10428,l,nt,61210,211473,793135,646085,253,302,1247,1416,32973827,3,0,0,3,0
1521277780279,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521277780279,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521277780279,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521278080278,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521278080278,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521278080278,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521278380279,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521278380279,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521278380279,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521278680279,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521278680279,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521278680279,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521278980263,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521278980263,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521278980263,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521279280280,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521279280280,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521279280280,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521279580280,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521279580280,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521279580280,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521279880263,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521279880263,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521279880263,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521280180279,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521280180279,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521280180279,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521280480279,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521280480279,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521280480279,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521280780290,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521280780290,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521280780290,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521281080279,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521281080279,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521281080279,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521281380280,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521281380280,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521281380280,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521281680264,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521281680264,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521281680264,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
1521281980276,com.imo.android.imoim,9,10429,l,nt,0,0,4988,15056,0,0,54,88,0,0,0,0,0,0
1521281980276,com.whatsapp,9,10427,l,nt,0,0,54578,44371,0,0,329,376,0,0,0,0,0,0
1521281980276,com.facebook.orca,9,10428,l,nt,0,0,6815675,352286,0,0,5682,3839,0,0,0,0,0,0
